SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,ERROR CODE,ERROR MESSAGE,ENVIRONMENT,VERSION,,,Average response Time,Maximum Response Time,Minimum Response Time,Median
1509,112396,PASS,976,200,,,arc,v1,,,,,,
1510,176447,PASS,811,200,,,arc,v1,,,,,,
1511,129877,PASS,899,200,,,arc,v1,,,,,,
1512,174711,PASS,722,200,,,arc,v1,,,,,,
1513,179106,PASS,888,200,,,arc,v1,,,,,,
1514,135231,PASS,856,200,,,arc,v1,,,,,,
1515,189384,PASS,791,200,,,arc,v1,,,,,,
1516,276466,PASS,739,200,,,arc,v1,,,,,,
1517,210490,PASS,791,200,,,arc,v1,,,,,,
1518,233334,PASS,731,200,,,arc,v1,,,,,,
1519,236829,PASS,727,200,,,arc,v1,,,,,,
1520,257356,PASS,777,200,,,arc,v1,,,,,,
1521,26424,PASS,1107,200,,,arc,v1,,,,,,
1522,30730,PASS,1131,200,,,arc,v1,,,,,,
1523,216565,PASS,808,200,,,arc,v1,,,,,,
1524,102891,PASS,889,200,,,arc,v1,,,,,,
1525,59260,PASS,842,200,,,arc,v1,,,,,,
1526,255966,PASS,724,200,,,arc,v1,,,,,,
1527,112142,PASS,814,200,,,arc,v1,,,,,,
1528,112174,PASS,806,200,,,arc,v1,,,,,,
1529,112396,PASS,846,200,,,arc,v1,,,,,,
1530,176447,PASS,805,200,,,arc,v1,,,,,,
1531,129877,PASS,871,200,,,arc,v1,,,,,,
1532,174711,PASS,737,200,,,arc,v1,,,,,,
1533,179106,PASS,780,200,,,arc,v1,,,,,,
1534,135231,PASS,916,200,,,arc,v1,,,,,,
1535,189384,PASS,798,200,,,arc,v1,,,,,,
1536,276466,PASS,719,200,,,arc,v1,,,,,,
1537,210490,PASS,820,200,,,arc,v1,,,,,,
1538,233334,PASS,744,200,,,arc,v1,,,,,,
1539,236829,PASS,735,200,,,arc,v1,,,,,,
1540,257356,PASS,757,200,,,arc,v1,,,,,,
1541,26424,PASS,1195,200,,,arc,v1,,,,,,
1542,30730,PASS,1161,200,,,arc,v1,,,,,,
1543,216565,PASS,823,200,,,arc,v1,,,,,,
1544,102891,PASS,898,200,,,arc,v1,,,,,,
1545,59260,PASS,866,200,,,arc,v1,,,,,,
1546,255966,PASS,793,200,,,arc,v1,,,,,,
1547,112142,PASS,778,200,,,arc,v1,,,,,,
1548,112174,PASS,789,200,,,arc,v1,,,,,,
1549,112396,PASS,891,200,,,arc,v1,,,,,,
1550,176447,PASS,794,200,,,arc,v1,,,,,,
1551,129877,PASS,847,200,,,arc,v1,,,,,,
1552,174711,PASS,717,200,,,arc,v1,,,,,,
1553,179106,PASS,791,200,,,arc,v1,,,,,,
1554,135231,PASS,845,200,,,arc,v1,,,,,,
1555,189384,PASS,804,200,,,arc,v1,,,,,,
1556,276466,PASS,731,200,,,arc,v1,,,,,,
1557,210490,PASS,3850,200,,,arc,v1,,,,,,
1558,233334,PASS,737,200,,,arc,v1,,,,,,
1559,236829,PASS,755,200,,,arc,v1,,,,,,
1560,257356,PASS,751,200,,,arc,v1,,,,,,
1561,26424,PASS,1134,200,,,arc,v1,,,,,,
1562,30730,PASS,1241,200,,,arc,v1,,,,,,
1563,216565,PASS,854,200,,,arc,v1,,,,,,
1564,102891,PASS,984,200,,,arc,v1,,,,,,
1565,59260,PASS,889,200,,,arc,v1,,,,,,
1566,255966,PASS,732,200,,,arc,v1,,,,,,
1567,112142,PASS,812,200,,,arc,v1,,,,,,
1568,112174,PASS,768,200,,,arc,v1,,,,,,
1569,112396,PASS,922,200,,,arc,v1,,,,,,
1570,176447,PASS,1106,200,,,arc,v1,,,,,,
1571,129877,PASS,996,200,,,arc,v1,,,,,,
1572,174711,PASS,971,200,,,arc,v1,,,,,,
1573,179106,PASS,836,200,,,arc,v1,,,,,,
1574,135231,PASS,870,200,,,arc,v1,,,,,,
1575,189384,PASS,820,200,,,arc,v1,,,,,,
1576,276466,PASS,798,200,,,arc,v1,,,,,,
1577,210490,PASS,790,200,,,arc,v1,,,,,,
1578,233334,PASS,756,200,,,arc,v1,,,,,,
1579,236829,PASS,751,200,,,arc,v1,,,,,,
1580,257356,PASS,749,200,,,arc,v1,,,,,,
1581,26424,PASS,1189,200,,,arc,v1,,,,,,
1582,30730,PASS,1153,200,,,arc,v1,,,,,,
1583,216565,PASS,794,200,,,arc,v1,,,,,,
1584,102891,PASS,969,200,,,arc,v1,,,,,,
1585,59260,PASS,931,200,,,arc,v1,,,,,,
1586,255966,PASS,778,200,,,arc,v1,,,,,,
1587,112142,PASS,822,200,,,arc,v1,,,,,,
1588,112174,PASS,798,200,,,arc,v1,,,,,,
1589,112396,PASS,885,200,,,arc,v1,,,,,,
1590,176447,PASS,1590,200,,,arc,v1,,,,,,
1591,129877,PASS,1638,200,,,arc,v1,,,,,,
1592,174711,PASS,1305,200,,,arc,v1,,,,,,
1593,179106,PASS,788,200,,,arc,v1,,,,,,
1594,135231,PASS,863,200,,,arc,v1,,,,,,
1595,189384,PASS,791,200,,,arc,v1,,,,,,
1596,276466,PASS,768,200,,,arc,v1,,,,,,
1597,210490,PASS,1619,200,,,arc,v1,,,,,,
1598,233334,PASS,762,200,,,arc,v1,,,,,,
1599,236829,PASS,839,200,,,arc,v1,,,,,,
1600,257356,PASS,765,200,,,arc,v1,,,,,,
1601,26424,PASS,1155,200,,,arc,v1,,,,,,
1602,30730,PASS,1232,200,,,arc,v1,,,,,,
1603,216565,PASS,798,200,,,arc,v1,,,,,,
1604,102891,PASS,962,200,,,arc,v1,,,,,,
1605,59260,PASS,942,200,,,arc,v1,,,,,,
1606,255966,PASS,797,200,,,arc,v1,,,,,,
1607,112142,PASS,798,200,,,arc,v1,,,,,,
1608,112174,PASS,783,200,,,arc,v1,,,,,,
1609,112396,PASS,900,200,,,arc,v1,,,,,,
1610,176447,PASS,806,200,,,arc,v1,,,,,,
1611,129877,PASS,842,200,,,arc,v1,,,,,,
1612,174711,PASS,744,200,,,arc,v1,,,,,,
1613,179106,PASS,782,200,,,arc,v1,,,,,,
1614,135231,PASS,844,200,,,arc,v1,,,,,,
1615,189384,PASS,777,200,,,arc,v1,,,,,,
1616,276466,PASS,779,200,,,arc,v1,,,,,,
1617,210490,PASS,814,200,,,arc,v1,,,,,,
1618,233334,PASS,754,200,,,arc,v1,,,,,,
1619,236829,PASS,746,200,,,arc,v1,,,,,,
1620,257356,PASS,741,200,,,arc,v1,,,,,,
1621,26424,PASS,1136,200,,,arc,v1,,,,,,
1622,30730,PASS,1115,200,,,arc,v1,,,,,,
1623,216565,PASS,761,200,,,arc,v1,,,,,,
1624,102891,PASS,923,200,,,arc,v1,,,,,,
1625,59260,PASS,895,200,,,arc,v1,,,,,,
1626,255966,PASS,820,200,,,arc,v1,,,,,,
1627,112142,PASS,853,200,,,arc,v1,,,,,,
1628,112174,PASS,905,200,,,arc,v1,,,,,,
1629,112396,PASS,896,200,,,arc,v1,,,,,,
1630,176447,PASS,862,200,,,arc,v1,,,,,,
1631,129877,PASS,824,200,,,arc,v1,,,,,,
1632,174711,PASS,738,200,,,arc,v1,,,,,,
1633,179106,PASS,792,200,,,arc,v1,,,,,,
1634,135231,PASS,863,200,,,arc,v1,,,,,,
1635,189384,PASS,778,200,,,arc,v1,,,,,,
1636,276466,PASS,743,200,,,arc,v1,,,,,,
1637,210490,PASS,761,200,,,arc,v1,,,,,,
1638,233334,PASS,763,200,,,arc,v1,,,,,,
1639,236829,PASS,726,200,,,arc,v1,,,,,,
1640,257356,PASS,747,200,,,arc,v1,,,,,,
1641,26424,PASS,1107,200,,,arc,v1,,,,,,
1642,30730,PASS,1189,200,,,arc,v1,,,,,,
1643,216565,PASS,828,200,,,arc,v1,,,,,,
1644,102891,PASS,929,200,,,arc,v1,,,,,,
1645,59260,PASS,999,200,,,arc,v1,,,,,,
1646,255966,PASS,748,200,,,arc,v1,,,,,,
1647,112142,PASS,799,200,,,arc,v1,,,,,,
1648,112174,PASS,776,200,,,arc,v1,,,,,,
1649,112396,PASS,920,200,,,arc,v1,,,,,,
1650,176447,PASS,827,200,,,arc,v1,,,,,,
1651,129877,PASS,839,200,,,arc,v1,,,,,,
1652,174711,PASS,755,200,,,arc,v1,,,,,,
1653,179106,PASS,823,200,,,arc,v1,,,,,,
1654,135231,PASS,835,200,,,arc,v1,,,,,,
1655,189384,PASS,805,200,,,arc,v1,,,,,,
1656,276466,PASS,717,200,,,arc,v1,,,,,,
1657,210490,PASS,791,200,,,arc,v1,,,,,,
1658,233334,PASS,727,200,,,arc,v1,,,,,,
1659,236829,PASS,722,200,,,arc,v1,,,,,,
1660,257356,PASS,800,200,,,arc,v1,,,,,,
1661,26424,PASS,1082,200,,,arc,v1,,,,,,
1662,30730,PASS,1097,200,,,arc,v1,,,,,,
1663,216565,PASS,749,200,,,arc,v1,,,,,,
1664,102891,PASS,964,200,,,arc,v1,,,,,,
1665,59260,PASS,875,200,,,arc,v1,,,,,,
1666,255966,PASS,776,200,,,arc,v1,,,,,,
1667,112142,PASS,813,200,,,arc,v1,,,,,,
1668,112174,PASS,813,200,,,arc,v1,,,,,,
1669,112396,PASS,899,200,,,arc,v1,,,,,,
1670,176447,PASS,829,200,,,arc,v1,,,,,,
1671,129877,PASS,868,200,,,arc,v1,,,,,,
1672,174711,PASS,734,200,,,arc,v1,,,,,,
1673,179106,PASS,813,200,,,arc,v1,,,,,,
1674,135231,PASS,914,200,,,arc,v1,,,,,,
1675,189384,PASS,910,200,,,arc,v1,,,,,,
1676,276466,PASS,1135,200,,,arc,v1,,,,,,
1677,210490,PASS,874,200,,,arc,v1,,,,,,
1678,233334,PASS,808,200,,,arc,v1,,,,,,
1679,236829,PASS,788,200,,,arc,v1,,,,,,
1680,257356,PASS,762,200,,,arc,v1,,,,,,
1681,26424,PASS,1157,200,,,arc,v1,,,,,,
1682,30730,PASS,1141,200,,,arc,v1,,,,,,
1683,216565,PASS,776,200,,,arc,v1,,,,,,
1684,102891,PASS,942,200,,,arc,v1,,,,,,
1685,59260,PASS,875,200,,,arc,v1,,,,,,
1686,255966,PASS,764,200,,,arc,v1,,,,,,
1687,112142,PASS,809,200,,,arc,v1,,,,,,
1688,112174,PASS,787,200,,,arc,v1,,,,,,
1689,112396,PASS,884,200,,,arc,v1,,,,,,
1690,176447,PASS,793,200,,,arc,v1,,,,,,
1691,129877,PASS,843,200,,,arc,v1,,,,,,
1692,174711,PASS,736,200,,,arc,v1,,,,,,
1693,179106,PASS,789,200,,,arc,v1,,,,,,
1694,135231,PASS,2108,200,,,arc,v1,,,,,,
1695,189384,PASS,821,200,,,arc,v1,,,,,,
1696,276466,PASS,827,200,,,arc,v1,,,,,,
1697,210490,PASS,778,200,,,arc,v1,,,,,,
1698,233334,PASS,760,200,,,arc,v1,,,,,,
1699,236829,PASS,719,200,,,arc,v1,,,,,,
1700,257356,PASS,741,200,,,arc,v1,,,,,,
1701,26424,PASS,1098,200,,,arc,v1,,,,,,
1702,30730,PASS,1116,200,,,arc,v1,,,,,,
1703,216565,PASS,754,200,,,arc,v1,,,,,,
1704,102891,PASS,883,200,,,arc,v1,,,,,,
1705,59260,PASS,928,200,,,arc,v1,,,,,,
1706,255966,PASS,770,200,,,arc,v1,,,,,,
1707,112142,PASS,798,200,,,arc,v1,,,,,,
1708,112174,PASS,787,200,,,arc,v1,,,,,,
1709,112396,PASS,852,200,,,arc,v1,,,,,,
1710,176447,PASS,787,200,,,arc,v1,,,,,,
1711,129877,PASS,823,200,,,arc,v1,,,,,,
1712,174711,PASS,745,200,,,arc,v1,,,,,,
1713,179106,PASS,796,200,,,arc,v1,,,,,,
1714,135231,PASS,845,200,,,arc,v1,,,,,,
1715,189384,PASS,766,200,,,arc,v1,,,,,,
1716,276466,PASS,714,200,,,arc,v1,,,,,,
1717,210490,PASS,809,200,,,arc,v1,,,,,,
1718,233334,PASS,722,200,,,arc,v1,,,,,,
1719,236829,PASS,731,200,,,arc,v1,,,,,,
1720,257356,PASS,737,200,,,arc,v1,,,,,,
1721,26424,PASS,1069,200,,,arc,v1,,,,,,
1722,30730,PASS,1098,200,,,arc,v1,,,,,,
1723,216565,PASS,759,200,,,arc,v1,,,,,,
1724,102891,PASS,935,200,,,arc,v1,,,,,,
1725,59260,PASS,868,200,,,arc,v1,,,,,,
1726,255966,PASS,731,200,,,arc,v1,,,,,,
1727,112142,PASS,820,200,,,arc,v1,,,,,,
1728,112174,PASS,835,200,,,arc,v1,,,,,,
1729,112396,PASS,880,200,,,arc,v1,,,,,,
1730,176447,PASS,815,200,,,arc,v1,,,,,,
1731,129877,PASS,889,200,,,arc,v1,,,,,,
1732,174711,PASS,766,200,,,arc,v1,,,,,,
1733,179106,PASS,987,200,,,arc,v1,,,,,,
1734,135231,PASS,931,200,,,arc,v1,,,,,,
1735,189384,PASS,811,200,,,arc,v1,,,,,,
1736,276466,PASS,801,200,,,arc,v1,,,,,,
1737,210490,PASS,832,200,,,arc,v1,,,,,,
1738,233334,PASS,751,200,,,arc,v1,,,,,,
1739,236829,PASS,782,200,,,arc,v1,,,,,,
1740,257356,PASS,742,200,,,arc,v1,,,,,,
1741,26424,PASS,1165,200,,,arc,v1,,,,,,
1742,30730,PASS,1194,200,,,arc,v1,,,,,,
1743,216565,PASS,807,200,,,arc,v1,,,,,,
1744,102891,PASS,883,200,,,arc,v1,,,,,,
1745,59260,PASS,853,200,,,arc,v1,,,,,,
1746,255966,PASS,837,200,,,arc,v1,,,,,,
1747,112142,PASS,812,200,,,arc,v1,,,,,,
1748,112174,PASS,791,200,,,arc,v1,,,,,,
1749,112396,PASS,920,200,,,arc,v1,,,,,,
1750,176447,PASS,796,200,,,arc,v1,,,,,,
1751,129877,PASS,888,200,,,arc,v1,,,,,,
1752,174711,PASS,756,200,,,arc,v1,,,,,,
1753,179106,PASS,994,200,,,arc,v1,,,,,,
1754,135231,PASS,1130,200,,,arc,v1,,,,,,
1755,189384,PASS,793,200,,,arc,v1,,,,,,
1756,276466,PASS,763,200,,,arc,v1,,,,,,
1757,210490,PASS,811,200,,,arc,v1,,,,,,
1758,233334,PASS,791,200,,,arc,v1,,,,,,
1759,236829,PASS,733,200,,,arc,v1,,,,,,
1760,257356,PASS,795,200,,,arc,v1,,,,,,
1761,26424,PASS,1130,200,,,arc,v1,,,,,,
1762,30730,PASS,1151,200,,,arc,v1,,,,,,
1763,216565,PASS,826,200,,,arc,v1,,,,,,
1764,102891,PASS,903,200,,,arc,v1,,,,,,
1765,59260,PASS,875,200,,,arc,v1,,,,,,
1766,255966,PASS,725,200,,,arc,v1,,,,,,
1767,112142,PASS,836,200,,,arc,v1,,,,,,
1768,112174,PASS,838,200,,,arc,v1,,,,,,
1769,112396,PASS,911,200,,,arc,v1,,,,,,
1770,176447,PASS,813,200,,,arc,v1,,,,,,
1771,129877,PASS,860,200,,,arc,v1,,,,,,
1772,174711,PASS,781,200,,,arc,v1,,,,,,
1773,179106,PASS,794,200,,,arc,v1,,,,,,
1774,135231,PASS,835,200,,,arc,v1,,,,,,
1775,189384,PASS,859,200,,,arc,v1,,,,,,
1776,276466,PASS,756,200,,,arc,v1,,,,,,
1777,210490,PASS,778,200,,,arc,v1,,,,,,
1778,233334,PASS,772,200,,,arc,v1,,,,,,
1779,236829,PASS,754,200,,,arc,v1,,,,,,
1780,257356,PASS,749,200,,,arc,v1,,,,,,
1781,26424,PASS,1114,200,,,arc,v1,,,,,,
1782,30730,PASS,1142,200,,,arc,v1,,,,,,
1783,216565,PASS,799,200,,,arc,v1,,,,,,
1784,102891,PASS,897,200,,,arc,v1,,,,,,
1785,59260,PASS,885,200,,,arc,v1,,,,,,
1786,255966,PASS,758,200,,,arc,v1,,,,,,
1787,112142,PASS,775,200,,,arc,v1,,,,,,
1788,112174,PASS,787,200,,,arc,v1,,,,,,
1789,112396,PASS,888,200,,,arc,v1,,,,,,
1790,176447,PASS,785,200,,,arc,v1,,,,,,
1791,129877,PASS,832,200,,,arc,v1,,,,,,
1792,174711,PASS,735,200,,,arc,v1,,,,,,
1793,179106,PASS,800,200,,,arc,v1,,,,,,
1794,135231,PASS,854,200,,,arc,v1,,,,,,
1795,189384,PASS,765,200,,,arc,v1,,,,,,
1796,276466,PASS,757,200,,,arc,v1,,,,,,
1797,210490,PASS,790,200,,,arc,v1,,,,,,
1798,233334,PASS,734,200,,,arc,v1,,,,,,
1799,236829,PASS,745,200,,,arc,v1,,,,,,
1800,257356,PASS,753,200,,,arc,v1,,,,,,
1801,26424,PASS,1187,200,,,arc,v1,,,,,,
1802,30730,PASS,1183,200,,,arc,v1,,,,,,
1803,216565,PASS,753,200,,,arc,v1,,,,,,
1804,102891,PASS,908,200,,,arc,v1,,,,,,
1805,59260,PASS,865,200,,,arc,v1,,,,,,
1806,255966,PASS,732,200,,,arc,v1,,,,,,
1807,112142,PASS,815,200,,,arc,v1,,,,,,
1808,112174,PASS,875,200,,,arc,v1,,,,,,
1809,112396,PASS,3338,200,,,arc,v1,,,,,,
1810,176447,PASS,794,200,,,arc,v1,,,,,,
1811,129877,PASS,831,200,,,arc,v1,,,,,,
1812,174711,PASS,768,200,,,arc,v1,,,,,,
1813,179106,PASS,838,200,,,arc,v1,,,,,,
1814,135231,PASS,873,200,,,arc,v1,,,,,,
1815,189384,PASS,1096,200,,,arc,v1,,,,,,
1816,276466,PASS,785,200,,,arc,v1,,,,,,
1817,210490,PASS,811,200,,,arc,v1,,,,,,
1818,233334,PASS,1283,200,,,arc,v1,,,,,,
1819,236829,PASS,788,200,,,arc,v1,,,,,,
1820,257356,PASS,799,200,,,arc,v1,,,,,,
1821,26424,PASS,1227,200,,,arc,v1,,,,,,
1822,30730,PASS,1158,200,,,arc,v1,,,,,,
1823,216565,PASS,772,200,,,arc,v1,,,,,,
1824,102891,PASS,1570,200,,,arc,v1,,,,,,
1825,59260,PASS,903,200,,,arc,v1,,,,,,
1826,255966,PASS,757,200,,,arc,v1,,,,,,
1827,112142,PASS,854,200,,,arc,v1,,,,,,
1828,112174,PASS,836,200,,,arc,v1,,,,,,
1829,112396,PASS,883,200,,,arc,v1,,,,,,
1830,176447,PASS,1101,200,,,arc,v1,,,,,,
1831,129877,PASS,877,200,,,arc,v1,,,,,,
1832,174711,PASS,797,200,,,arc,v1,,,,,,
1833,179106,PASS,837,200,,,arc,v1,,,,,,
1834,135231,PASS,831,200,,,arc,v1,,,,,,
1835,189384,PASS,1254,200,,,arc,v1,,,,,,
1836,276466,PASS,1179,200,,,arc,v1,,,,,,
1837,210490,PASS,869,200,,,arc,v1,,,,,,
1838,233334,PASS,929,200,,,arc,v1,,,,,,
1839,236829,PASS,936,200,,,arc,v1,,,,,,
1840,257356,PASS,1344,200,,,arc,v1,,,,,,
1841,26424,PASS,1222,200,,,arc,v1,,,,,,
1842,30730,PASS,1234,200,,,arc,v1,,,,,,
1843,216565,PASS,798,200,,,arc,v1,,,,,,
1844,102891,PASS,910,200,,,arc,v1,,,,,,
1845,59260,PASS,920,200,,,arc,v1,,,,,,
1846,255966,PASS,805,200,,,arc,v1,,,,,,
1847,112142,PASS,889,200,,,arc,v1,,,,,,
1848,112174,PASS,823,200,,,arc,v1,,,,,,
1849,112396,PASS,843,200,,,arc,v1,,,,,,
1850,176447,PASS,821,200,,,arc,v1,,,,,,
1851,129877,PASS,825,200,,,arc,v1,,,,,,
1852,174711,PASS,746,200,,,arc,v1,,,,,,
1853,179106,PASS,814,200,,,arc,v1,,,,,,
1854,135231,PASS,855,200,,,arc,v1,,,,,,
1855,189384,PASS,756,200,,,arc,v1,,,,,,
1856,276466,PASS,743,200,,,arc,v1,,,,,,
1857,210490,PASS,766,200,,,arc,v1,,,,,,
1858,233334,PASS,728,200,,,arc,v1,,,,,,
1859,236829,PASS,734,200,,,arc,v1,,,,,,
1860,257356,PASS,756,200,,,arc,v1,,,,,,
1861,26424,PASS,1115,200,,,arc,v1,,,,,,
1862,30730,PASS,1131,200,,,arc,v1,,,,,,
1863,216565,PASS,761,200,,,arc,v1,,,,,,
1864,102891,PASS,891,200,,,arc,v1,,,,,,
1865,59260,PASS,868,200,,,arc,v1,,,,,,
1866,255966,PASS,783,200,,,arc,v1,,,,,,
1867,112142,PASS,810,200,,,arc,v1,,,,,,
1868,112174,PASS,815,200,,,arc,v1,,,,,,
1869,112396,PASS,881,200,,,arc,v1,,,,,,
1870,176447,PASS,823,200,,,arc,v1,,,,,,
1871,129877,PASS,844,200,,,arc,v1,,,,,,
1872,174711,PASS,737,200,,,arc,v1,,,,,,
1873,179106,PASS,814,200,,,arc,v1,,,,,,
1874,135231,PASS,873,200,,,arc,v1,,,,,,
1875,189384,PASS,788,200,,,arc,v1,,,,,,
1876,276466,PASS,739,200,,,arc,v1,,,,,,
1877,210490,PASS,925,200,,,arc,v1,,,,,,
1878,233334,PASS,747,200,,,arc,v1,,,,,,
1879,236829,PASS,739,200,,,arc,v1,,,,,,
1880,257356,PASS,740,200,,,arc,v1,,,,,,
1881,26424,PASS,1112,200,,,arc,v1,,,,,,
1882,30730,PASS,1136,200,,,arc,v1,,,,,,
1883,216565,PASS,749,200,,,arc,v1,,,,,,
1884,102891,PASS,859,200,,,arc,v1,,,,,,
1885,59260,PASS,878,200,,,arc,v1,,,,,,
1886,255966,PASS,748,200,,,arc,v1,,,,,,
1887,112142,PASS,798,200,,,arc,v1,,,,,,
1888,112174,PASS,779,200,,,arc,v1,,,,,,
1889,112396,PASS,866,200,,,arc,v1,,,,,,
1890,176447,PASS,771,200,,,arc,v1,,,,,,
1891,129877,PASS,825,200,,,arc,v1,,,,,,
1892,174711,PASS,736,200,,,arc,v1,,,,,,
1893,179106,PASS,812,200,,,arc,v1,,,,,,
1894,135231,PASS,875,200,,,arc,v1,,,,,,
1895,189384,PASS,764,200,,,arc,v1,,,,,,
1896,276466,PASS,761,200,,,arc,v1,,,,,,
1897,210490,PASS,771,200,,,arc,v1,,,,,,
1898,233334,PASS,736,200,,,arc,v1,,,,,,
1899,236829,PASS,779,200,,,arc,v1,,,,,,
1900,257356,PASS,764,200,,,arc,v1,,,,,,
1901,26424,PASS,1126,200,,,arc,v1,,,,,,
1902,30730,PASS,1151,200,,,arc,v1,,,,,,
1903,216565,PASS,839,200,,,arc,v1,,,,,,
1904,102891,PASS,1038,200,,,arc,v1,,,,,,
1905,59260,PASS,1055,200,,,arc,v1,,,,,,
1906,255966,PASS,789,200,,,arc,v1,,,,,,
1907,112142,PASS,799,200,,,arc,v1,,,,,,
1908,112174,PASS,811,200,,,arc,v1,,,,,,
1909,112396,PASS,1056,200,,,arc,v1,,,,,,
1910,176447,PASS,876,200,,,arc,v1,,,,,,
1911,129877,PASS,1262,200,,,arc,v1,,,,,,
1912,174711,PASS,933,200,,,arc,v1,,,,,,
1913,179106,PASS,873,200,,,arc,v1,,,,,,
1914,135231,PASS,887,200,,,arc,v1,,,,,,
1915,189384,PASS,829,200,,,arc,v1,,,,,,
1916,276466,PASS,791,200,,,arc,v1,,,,,,
1917,210490,PASS,821,200,,,arc,v1,,,,,,
1918,233334,PASS,754,200,,,arc,v1,,,,,,
1919,236829,PASS,786,200,,,arc,v1,,,,,,
1920,257356,PASS,764,200,,,arc,v1,,,,,,
1921,26424,PASS,1151,200,,,arc,v1,,,,,,
1922,30730,PASS,1141,200,,,arc,v1,,,,,,
1923,216565,PASS,794,200,,,arc,v1,,,,,,
1924,102891,PASS,905,200,,,arc,v1,,,,,,
1925,59260,PASS,853,200,,,arc,v1,,,,,,
1926,255966,PASS,784,200,,,arc,v1,,,,,,
1927,112142,PASS,860,200,,,arc,v1,,,,,,
1928,112174,PASS,812,200,,,arc,v1,,,,,,
1929,112396,PASS,855,200,,,arc,v1,,,,,,
1930,176447,PASS,800,200,,,arc,v1,,,,,,
1931,129877,PASS,1520,200,,,arc,v1,,,,,,
1932,174711,PASS,1385,200,,,arc,v1,,,,,,
1933,179106,PASS,1125,200,,,arc,v1,,,,,,
1934,135231,PASS,906,200,,,arc,v1,,,,,,
1935,189384,PASS,782,200,,,arc,v1,,,,,,
1936,276466,PASS,792,200,,,arc,v1,,,,,,
1937,210490,PASS,888,200,,,arc,v1,,,,,,
1938,233334,PASS,737,200,,,arc,v1,,,,,,
1939,236829,PASS,769,200,,,arc,v1,,,,,,
1940,257356,PASS,750,200,,,arc,v1,,,,,,
1941,26424,PASS,1169,200,,,arc,v1,,,,,,
1942,30730,PASS,1239,200,,,arc,v1,,,,,,
1943,216565,PASS,801,200,,,arc,v1,,,,,,
1944,102891,PASS,950,200,,,arc,v1,,,,,,
1945,59260,PASS,889,200,,,arc,v1,,,,,,
1946,255966,PASS,786,200,,,arc,v1,,,,,,
1947,112142,PASS,861,200,,,arc,v1,,,,,,
1948,112174,PASS,854,200,,,arc,v1,,,,,,
1949,112396,PASS,884,200,,,arc,v1,,,,,,
1950,176447,PASS,826,200,,,arc,v1,,,,,,
1951,129877,PASS,860,200,,,arc,v1,,,,,,
1952,174711,PASS,794,200,,,arc,v1,,,,,,
1953,179106,PASS,814,200,,,arc,v1,,,,,,
1954,135231,PASS,947,200,,,arc,v1,,,,,,
1955,189384,PASS,824,200,,,arc,v1,,,,,,
1956,276466,PASS,781,200,,,arc,v1,,,,,,
1957,210490,PASS,794,200,,,arc,v1,,,,,,
1958,233334,PASS,747,200,,,arc,v1,,,,,,
1959,236829,PASS,752,200,,,arc,v1,,,,,,
1960,257356,PASS,795,200,,,arc,v1,,,,,,
1961,26424,PASS,1186,200,,,arc,v1,,,,,,
1962,30730,PASS,1230,200,,,arc,v1,,,,,,
1963,216565,PASS,791,200,,,arc,v1,,,,,,
1964,102891,PASS,916,200,,,arc,v1,,,,,,
1965,59260,PASS,864,200,,,arc,v1,,,,,,
1966,255966,PASS,789,200,,,arc,v1,,,,,,
1967,112142,PASS,819,200,,,arc,v1,,,,,,
1968,112174,PASS,833,200,,,arc,v1,,,,,,
1969,112396,PASS,952,200,,,arc,v1,,,,,,
1970,176447,PASS,868,200,,,arc,v1,,,,,,
1971,129877,PASS,871,200,,,arc,v1,,,,,,
1972,174711,PASS,788,200,,,arc,v1,,,,,,
1973,179106,PASS,855,200,,,arc,v1,,,,,,
1974,135231,PASS,931,200,,,arc,v1,,,,,,
1975,189384,PASS,824,200,,,arc,v1,,,,,,
1976,276466,PASS,874,200,,,arc,v1,,,,,,
1977,210490,PASS,903,200,,,arc,v1,,,,,,
1978,233334,PASS,787,200,,,arc,v1,,,,,,
1979,236829,PASS,887,200,,,arc,v1,,,,,,
1980,257356,PASS,855,200,,,arc,v1,,,,,,
1981,26424,PASS,1304,200,,,arc,v1,,,,,,
1982,30730,PASS,1187,200,,,arc,v1,,,,,,
1983,216565,PASS,815,200,,,arc,v1,,,,,,
1984,102891,PASS,908,200,,,arc,v1,,,,,,
1985,59260,PASS,852,200,,,arc,v1,,,,,,
1986,255966,PASS,779,200,,,arc,v1,,,,,,
1987,112142,PASS,824,200,,,arc,v1,,,,,,
1988,112174,PASS,829,200,,,arc,v1,,,,,,
1989,112396,PASS,888,200,,,arc,v1,,,,,,
1990,176447,PASS,815,200,,,arc,v1,,,,,,
1991,129877,PASS,869,200,,,arc,v1,,,,,,
1992,174711,PASS,752,200,,,arc,v1,,,,,,
1993,179106,PASS,814,200,,,arc,v1,,,,,,
1994,135231,PASS,1094,200,,,arc,v1,,,,,,
1995,189384,PASS,810,200,,,arc,v1,,,,,,
1996,276466,PASS,1069,200,,,arc,v1,,,,,,
1997,210490,PASS,794,200,,,arc,v1,,,,,,
1998,233334,PASS,762,200,,,arc,v1,,,,,,
1999,236829,PASS,799,200,,,arc,v1,,,,,,
2000,257356,PASS,779,200,,,arc,v1,,,,,,
2001,26424,PASS,1093,200,,,arc,v1,,,,,,
